YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,SPEED,CADENCE,POWER,HEART_RATE,FRONT_GEAR_STAGES,REAR_GEAR_STAGES
2016,5,1,12,8,0,14,60,,158,,
2016,5,1,12,8,1,14,60,,158,,
2016,5,1,12,8,2,7,91,,158,,
2016,5,1,12,8,3,7,86,,158,,
2016,5,1,12,8,4,8,96,,160,,
2016,5,1,12,8,5,7,86,,160,,
2016,5,1,12,8,6,7,86,,162,,
2016,5,1,12,8,7,8,107,,163,,
2016,5,1,12,8,8,9,114,,163,,
2016,5,1,12,8,9,9,99,,163,,
2016,5,1,12,8,10,9,99,,163,,
2016,5,1,12,8,11,9,99,,164,,
2016,5,1,12,8,12,9,99,,164,,
2016,5,1,12,8,13,9,99,,164,,
2016,5,1,12,8,14,0,0,,164,,
2016,5,1,12,8,15,0,0,,164,,
2016,5,1,12,8,16,0,0,,164,,
2016,5,1,12,8,17,0,0,,165,,
2016,5,1,12,8,18,0,0,,164,,
2016,5,1,12,8,19,0,0,,164,,
2016,5,1,12,8,20,0,0,,165,,
2016,5,1,12,8,21,0,0,,165,,
2016,5,1,12,8,22,9,96,,164,,
2016,5,1,12,8,23,9,96,,164,,
2016,5,1,12,8,24,9,96,,164,,
2016,5,1,12,8,25,9,96,,164,,
2016,5,1,12,8,26,9,96,,164,,
2016,5,1,12,8,27,10,107,,165,,
2016,5,1,12,8,28,10,91,,165,,
2016,5,1,12,8,29,10,91,,166,,
2016,5,1,12,8,30,10,91,,166,,
2016,5,1,12,8,31,10,91,,167,,
2016,5,1,12,8,32,10,91,,167,,
2016,5,1,12,8,33,0,0,,168,,
2016,5,1,12,8,34,0,0,,166,,
2016,5,1,12,8,35,0,0,,166,,
2016,5,1,12,8,36,9,97,,167,,
2016,5,1,12,8,37,9,97,,166,,
2016,5,1,12,8,38,9,97,,166,,
2016,5,1,12,8,39,9,97,,166,,
2016,5,1,12,8,40,9,97,,166,,
2016,5,1,12,8,41,0,0,,166,,
2016,5,1,12,8,42,0,0,,167,,
2016,5,1,12,8,43,0,0,,166,,
2016,5,1,12,8,44,0,0,,167,,
2016,5,1,12,8,45,9,97,,168,,
2016,5,1,12,8,46,9,97,,167,,
2016,5,1,12,8,47,6,73,,167,,
2016,5,1,12,8,48,6,73,,169,,
2016,5,1,12,8,49,6,73,,168,,
2016,5,1,12,8,50,6,73,,169,,
2016,5,1,12,8,51,6,73,,169,,
2016,5,1,12,8,52,0,0,,169,,
2016,5,1,12,8,53,0,0,,169,,
2016,5,1,12,8,54,0,0,,169,,
2016,5,1,12,8,55,0,0,,169,,
2016,5,1,12,8,56,0,0,,169,,
2016,5,1,12,8,57,0,0,,169,,
2016,5,1,12,8,58,0,0,,169,,
2016,5,1,12,8,59,0,0,,169,,
2016,5,1,12,9,0,0,0,,169,,
2016,5,1,12,9,1,0,0,,169,,
2016,5,1,12,9,2,0,0,,169,,
2016,5,1,12,9,3,0,0,,169,,
2016,5,1,12,9,4,0,0,,169,,
2016,5,1,12,9,5,0,0,,0,,
2016,5,1,12,9,6,0,0,,0,,
2016,5,1,12,9,7,0,0,,0,,
2016,5,1,12,9,8,0,0,,0,,
2016,5,1,12,9,9,0,0,,0,,
2016,5,1,12,9,10,0,0,,0,,
2016,5,1,12,9,11,0,0,,0,,
2016,5,1,12,9,12,0,0,,168,,
2016,5,1,12,9,13,0,0,,169,,
2016,5,1,12,9,14,0,0,,168,,
2016,5,1,12,9,15,0,0,,168,,
2016,5,1,12,9,16,0,0,,168,,
2016,5,1,12,9,17,0,0,,168,,
2016,5,1,12,9,18,0,0,,168,,
2016,5,1,12,9,19,0,0,,168,,
2016,5,1,12,9,20,0,0,,167,,
2016,5,1,12,9,21,0,0,,167,,
2016,5,1,12,9,22,0,0,,167,,
2016,5,1,12,9,23,0,0,,166,,
2016,5,1,12,9,24,0,0,,165,,
2016,5,1,12,9,25,0,0,,166,,
2016,5,1,12,9,26,0,0,,166,,
2016,5,1,12,9,27,0,0,,166,,
2016,5,1,12,9,28,0,0,,165,,
2016,5,1,12,9,29,0,0,,165,,
2016,5,1,12,9,30,0,0,,166,,
2016,5,1,12,9,31,0,0,,166,,
2016,5,1,12,9,32,0,0,,166,,
2016,5,1,12,9,33,0,0,,165,,
2016,5,1,12,9,34,0,0,,165,,
2016,5,1,12,9,35,0,0,,166,,
2016,5,1,12,9,36,0,0,,166,,
2016,5,1,12,9,37,0,0,,166,,
2016,5,1,12,9,38,0,0,,166,,
2016,5,1,12,9,39,0,0,,166,,
2016,5,1,12,9,40,0,0,,166,,
2016,5,1,12,9,41,0,0,,165,,
2016,5,1,12,9,42,0,0,,165,,
2016,5,1,12,9,43,0,0,,165,,
2016,5,1,12,9,44,0,0,,164,,
2016,5,1,12,9,45,0,0,,165,,
2016,5,1,12,9,46,0,0,,164,,
2016,5,1,12,9,47,0,0,,163,,
2016,5,1,12,9,48,0,0,,163,,
2016,5,1,12,9,49,0,0,,163,,
2016,5,1,12,9,50,0,0,,163,,
2016,5,1,12,9,51,0,0,,163,,
2016,5,1,12,9,52,0,0,,163,,
2016,5,1,12,9,53,0,0,,162,,
2016,5,1,12,9,54,0,0,,162,,
2016,5,1,12,9,55,0,0,,161,,
2016,5,1,12,9,56,0,0,,161,,
2016,5,1,12,9,57,92,72,,159,,
2016,5,1,12,9,58,92,72,,158,,
2016,5,1,12,9,59,12,72,,158,,
2016,5,1,12,10,0,14,72,,158,,
2016,5,1,12,10,1,13,4,,158,,
2016,5,1,12,10,2,12,94,,158,,
2016,5,1,12,10,3,12,94,,158,,
2016,5,1,12,10,4,12,94,,0,,
2016,5,1,12,10,5,12,94,,0,,
2016,5,1,12,10,6,12,94,,154,,
2016,5,1,12,10,7,0,0,,155,,
2016,5,1,12,10,8,0,0,,155,,
2016,5,1,12,10,9,0,0,,155,,
2016,5,1,12,10,10,0,0,,156,,
2016,5,1,12,10,11,0,0,,156,,
2016,5,1,12,10,12,0,0,,155,,
2016,5,1,12,10,13,0,0,,155,,
2016,5,1,12,10,14,0,0,,158,,
2016,5,1,12,10,15,16,99,,157,,
2016,5,1,12,10,16,16,99,,157,,
2016,5,1,12,10,17,16,99,,150,,
2016,5,1,12,10,18,14,14,,150,,
2016,5,1,12,10,19,14,14,,148,,
2016,5,1,12,10,20,14,14,,146,,
2016,5,1,12,10,21,17,14,,146,,
2016,5,1,12,10,22,16,14,,148,,
2016,5,1,12,10,23,16,14,,148,,
2016,5,1,12,10,24,17,14,,148,,
2016,5,1,12,10,25,17,14,,146,,
2016,5,1,12,10,26,18,14,,144,,
2016,5,1,12,10,27,17,14,,143,,
2016,5,1,12,10,28,17,14,,143,,
2016,5,1,12,10,29,17,14,,141,,
2016,5,1,12,10,30,17,14,,140,,
2016,5,1,12,10,31,17,14,,138,,
2016,5,1,12,10,32,17,14,,138,,
2016,5,1,12,10,33,0,0,,136,,
2016,5,1,12,10,34,0,0,,135,,
2016,5,1,12,10,35,0,0,,135,,
2016,5,1,12,10,36,0,0,,135,,
2016,5,1,12,10,37,0,0,,138,,
2016,5,1,12,10,38,16,24,,139,,
2016,5,1,12,10,39,16,24,,139,,
2016,5,1,12,10,40,16,24,,139,,
2016,5,1,12,10,41,16,24,,139,,
2016,5,1,12,10,42,16,24,,136,,
2016,5,1,12,10,43,0,0,,137,,
2016,5,1,12,10,44,0,0,,137,,
2016,5,1,12,10,45,0,0,,141,,
2016,5,1,12,10,46,0,0,,141,,
2016,5,1,12,10,47,0,0,,143,,
2016,5,1,12,10,48,0,0,,142,,
2016,5,1,12,10,49,0,0,,143,,
2016,5,1,12,10,50,0,0,,144,,
2016,5,1,12,10,51,0,0,,146,,
2016,5,1,12,10,52,0,0,,146,,
2016,5,1,12,10,53,0,0,,147,,
2016,5,1,12,10,54,12,101,,147,,
2016,5,1,12,10,55,13,106,,148,,
2016,5,1,12,10,56,13,99,,149,,
2016,5,1,12,10,57,15,103,,149,,
2016,5,1,12,10,58,16,108,,150,,
2016,5,1,12,10,59,16,108,,151,,
2016,5,1,12,11,0,15,84,,152,,
2016,5,1,12,11,1,15,84,,152,,
2016,5,1,12,11,2,15,84,,152,,
2016,5,1,12,11,3,15,84,,154,,
2016,5,1,12,11,4,15,84,,154,,
2016,5,1,12,11,5,0,0,,154,,
2016,5,1,12,11,6,0,0,,155,,
2016,5,1,12,11,7,0,0,,155,,
2016,5,1,12,11,8,0,0,,152,,
2016,5,1,12,11,9,0,0,,152,,
2016,5,1,12,11,10,0,0,,152,,
2016,5,1,12,11,11,0,0,,153,,
2016,5,1,12,11,12,0,0,,153,,
2016,5,1,12,11,13,0,0,,154,,
2016,5,1,12,11,14,0,0,,154,,
2016,5,1,12,11,15,0,0,,154,,
2016,5,1,12,11,16,0,0,,154,,
2016,5,1,12,11,17,11,43,,154,,
2016,5,1,12,11,18,10,30,,153,,
2016,5,1,12,11,19,12,80,,153,,
2016,5,1,12,11,20,16,106,,155,,
2016,5,1,12,11,21,17,110,,155,,
2016,5,1,12,11,22,17,110,,155,,
2016,5,1,12,11,23,17,110,,155,,
2016,5,1,12,11,24,17,110,,154,,
2016,5,1,12,11,25,17,110,,154,,
2016,5,1,12,11,26,17,110,,155,,
2016,5,1,12,11,27,0,0,,156,,
2016,5,1,12,11,28,0,0,,155,,
2016,5,1,12,11,29,0,0,,156,,
2016,5,1,12,11,30,0,0,,156,,
2016,5,1,12,11,31,0,0,,157,,
2016,5,1,12,11,32,0,0,,157,,
2016,5,1,12,11,33,0,0,,157,,
2016,5,1,12,11,34,0,0,,159,,
2016,5,1,12,11,35,0,0,,159,,
2016,5,1,12,11,36,0,0,,160,,
2016,5,1,12,11,37,0,0,,160,,
2016,5,1,12,11,38,0,0,,160,,
2016,5,1,12,11,39,0,0,,161,,
2016,5,1,12,11,40,0,0,,161,,
2016,5,1,12,11,41,0,0,,162,,
2016,5,1,12,11,42,0,0,,162,,
2016,5,1,12,11,43,0,0,,161,,
2016,5,1,12,11,44,0,0,,162,,
2016,5,1,12,11,45,0,0,,161,,
2016,5,1,12,11,46,0,0,,162,,
2016,5,1,12,11,47,0,0,,162,,
2016,5,1,12,11,48,0,0,,162,,
2016,5,1,12,11,49,0,0,,162,,
2016,5,1,12,11,50,0,0,,161,,
2016,5,1,12,11,51,19,76,,161,,
2016,5,1,12,11,52,16,86,,161,,
2016,5,1,12,11,53,15,86,,161,,
2016,5,1,12,11,54,16,86,,160,,
2016,5,1,12,11,55,16,86,,160,,
2016,5,1,12,11,56,17,16,,159,,
2016,5,1,12,11,57,18,104,,160,,
2016,5,1,12,11,58,20,103,,160,,
2016,5,1,12,11,59,20,76,,159,,
2016,5,1,12,12,0,21,73,,158,,
2016,5,1,12,12,1,21,73,,157,,
2016,5,1,12,12,2,21,73,,157,,
2016,5,1,12,12,3,21,73,,157,,
2016,5,1,12,12,4,21,73,,155,,
2016,5,1,12,12,5,0,0,,155,,
2016,5,1,12,12,6,0,0,,154,,
2016,5,1,12,12,7,0,0,,152,,
2016,5,1,12,12,8,0,0,,149,,
2016,5,1,12,12,9,0,0,,149,,
2016,5,1,12,12,10,0,0,,142,,
2016,5,1,12,12,11,0,0,,141,,
2016,5,1,12,12,12,0,0,,138,,
2016,5,1,12,12,13,24,93,,137,,
2016,5,1,12,12,14,23,93,,135,,
2016,5,1,12,12,15,23,93,,135,,
2016,5,1,12,12,16,22,5,,135,,
2016,5,1,12,12,17,23,92,,134,,
2016,5,1,12,12,18,23,92,,135,,
2016,5,1,12,12,19,23,92,,135,,
2016,5,1,12,12,20,23,92,,136,,
2016,5,1,12,12,21,23,92,,138,,
2016,5,1,12,12,22,0,0,,138,,
2016,5,1,12,12,23,0,0,,136,,
2016,5,1,12,12,24,0,0,,135,,
2016,5,1,12,12,25,0,0,,132,,
2016,5,1,12,12,26,21,85,,129,,
2016,5,1,12,12,27,20,85,,130,,
2016,5,1,12,12,28,20,83,,132,,
2016,5,1,12,12,29,20,83,,133,,
2016,5,1,12,12,30,20,81,,134,,
2016,5,1,12,12,31,19,80,,135,,
2016,5,1,12,12,32,18,76,,135,,
2016,5,1,12,12,33,18,72,,134,,
2016,5,1,12,12,34,18,72,,132,,
2016,5,1,12,12,35,19,75,,133,,
2016,5,1,12,12,36,19,77,,134,,
2016,5,1,12,12,37,19,67,,134,,
2016,5,1,12,12,38,20,77,,134,,
2016,5,1,12,12,39,20,77,,134,,
2016,5,1,12,12,40,21,77,,132,,
2016,5,1,12,12,41,22,77,,129,,
2016,5,1,12,12,42,22,0,,127,,
2016,5,1,12,12,43,23,0,,127,,
2016,5,1,12,12,44,23,11,,127,,
2016,5,1,12,12,45,23,11,,127,,
2016,5,1,12,12,46,23,11,,124,,
2016,5,1,12,12,47,23,11,,124,,
2016,5,1,12,12,48,23,11,,123,,
2016,5,1,12,12,49,23,11,,123,,
2016,5,1,12,12,50,23,11,,121,,
2016,5,1,12,12,51,0,0,,120,,
2016,5,1,12,12,52,0,0,,118,,
2016,5,1,12,12,53,0,0,,117,,
2016,5,1,12,12,54,0,0,,118,,
2016,5,1,12,12,55,0,0,,119,,
2016,5,1,12,12,56,0,0,,119,,
2016,5,1,12,12,57,0,0,,119,,
2016,5,1,12,12,58,0,0,,120,,
2016,5,1,12,12,59,31,11,,120,,
2016,5,1,12,13,0,32,11,,120,,
2016,5,1,12,13,1,34,0,,120,,
2016,5,1,12,13,2,35,0,,120,,
2016,5,1,12,13,3,36,0,,0,,
2016,5,1,12,13,4,33,0,,0,,
2016,5,1,12,13,5,33,0,,110,,
2016,5,1,12,13,6,29,0,,110,,
2016,5,1,12,13,7,29,0,,112,,
2016,5,1,12,13,8,29,0,,113,,
2016,5,1,12,13,9,29,0,,113,,
2016,5,1,12,13,10,29,0,,119,,
2016,5,1,12,13,11,29,4,,120,,
2016,5,1,12,13,12,21,4,,122,,
2016,5,1,12,13,13,17,20,,122,,
2016,5,1,12,13,14,15,20,,121,,
2016,5,1,12,13,15,13,20,,121,,
2016,5,1,12,13,16,13,20,,121,,
2016,5,1,12,13,17,8,20,,121,,
2016,5,1,12,13,18,6,20,,120,,
2016,5,1,12,13,19,6,20,,122,,
2016,5,1,12,13,20,7,103,,126,,
2016,5,1,12,13,21,9,90,,126,,
2016,5,1,12,13,22,9,90,,128,,
2016,5,1,12,13,23,12,116,,128,,
2016,5,1,12,13,24,12,116,,127,,
2016,5,1,12,13,25,12,116,,128,,
2016,5,1,12,13,26,12,116,,128,,
2016,5,1,12,13,27,12,116,,128,,
2016,5,1,12,13,28,10,97,,129,,
