YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,SPEED,CADENCE,POWER,HEART_RATE,FRONT_GEAR_STAGES,REAR_GEAR_STAGES
2016,5,1,12,39,14,0,0,,125,,
2016,5,1,12,39,15,0,0,,119,,
2016,5,1,12,39,16,0,0,,119,,
2016,5,1,12,39,17,0,0,,120,,
2016,5,1,12,39,18,0,0,,121,,
2016,5,1,12,39,19,0,0,,121,,
2016,5,1,12,39,20,0,0,,121,,
2016,5,1,12,39,21,0,0,,121,,
2016,5,1,12,39,22,0,0,,120,,
2016,5,1,12,39,23,0,0,,120,,
2016,5,1,12,39,24,0,0,,120,,
2016,5,1,12,39,25,0,0,,122,,
2016,5,1,12,39,26,0,0,,123,,
2016,5,1,12,39,27,0,0,,123,,
2016,5,1,12,39,28,0,0,,122,,
2016,5,1,12,39,29,0,0,,120,,
2016,5,1,12,39,30,0,0,,120,,
2016,5,1,12,39,31,0,0,,120,,
2016,5,1,12,39,32,0,0,,120,,
2016,5,1,12,39,33,0,0,,121,,
