YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,SPEED,CADENCE,POWER,HEART_RATE,FRONT_GEAR_STAGES,REAR_GEAR_STAGES
2017,2,4,12,37,26,,,,120,,
2017,2,4,12,37,27,,,,121,,
2017,2,4,12,37,28,,,,121,,
2017,2,4,12,37,29,,,,120,,
2017,2,4,12,37,30,,,,117,,
2017,2,4,12,37,31,,,,112,,
2017,2,4,12,37,32,,,,110,,
2017,2,4,12,37,33,,,,106,,
2017,2,4,12,37,34,,,,104,,
2017,2,4,12,37,35,,,,106,,
2017,2,4,12,37,36,,,,106,,
2017,2,4,12,37,37,,,,107,,
2017,2,4,12,37,38,,,,104,,
2017,2,4,12,37,39,,,,101,,
2017,2,4,12,37,40,,,,99,,
2017,2,4,12,37,41,,,,99,,
2017,2,4,12,37,42,,,,99,,
2017,2,4,12,37,43,,,,98,,
2017,2,4,12,37,44,,,,97,,
2017,2,4,12,37,45,,,,96,,
2017,2,4,12,37,46,,,,95,,
2017,2,4,12,37,47,,,,100,,
2017,2,4,12,37,48,,,,103,,
2017,2,4,12,37,49,,,,107,,
2017,2,4,12,37,50,,,,110,,
2017,2,4,12,37,51,,,,111,,
2017,2,4,12,37,52,,,,112,,
2017,2,4,12,37,53,,,,112,,
2017,2,4,12,37,54,,,,111,,
2017,2,4,12,37,55,,,,110,,
2017,2,4,12,37,56,,,,108,,
2017,2,4,12,37,57,,,,107,,
2017,2,4,12,37,58,,,,106,,
2017,2,4,12,37,59,,,,106,,
2017,2,4,12,38,0,,,,105,,
2017,2,4,12,38,1,,,,105,,
2017,2,4,12,38,2,,,,107,,
2017,2,4,12,38,3,,,,111,,
2017,2,4,12,38,4,,,,112,,
2017,2,4,12,38,5,,,,112,,
2017,2,4,12,38,6,,,,113,,
2017,2,4,12,38,7,,,,111,,
2017,2,4,12,38,8,,,,110,,
2017,2,4,12,38,9,,,,108,,
2017,2,4,12,38,10,,,,107,,
2017,2,4,12,38,11,,,,106,,
2017,2,4,12,38,12,,,,107,,
2017,2,4,12,38,13,,,,108,,
2017,2,4,12,38,14,,,,109,,
2017,2,4,12,38,15,,,,110,,
2017,2,4,12,38,16,,,,109,,
2017,2,4,12,38,17,,,,106,,
2017,2,4,12,38,18,,,,104,,
2017,2,4,12,38,19,,,,103,,
2017,2,4,12,38,20,,,,101,,
2017,2,4,12,38,21,,,,101,,
2017,2,4,12,38,22,,,,106,,
2017,2,4,12,38,23,,,,107,,
2017,2,4,12,38,24,,,,110,,
2017,2,4,12,38,25,,,,110,,
2017,2,4,12,38,26,,,,109,,
2017,2,4,12,38,27,,,,109,,
2017,2,4,12,38,28,,,,110,,
2017,2,4,12,38,29,,,,111,,
2017,2,4,12,38,30,,,,112,,
2017,2,4,12,38,31,,,,113,,
2017,2,4,12,38,32,,,,115,,
2017,2,4,12,38,33,,,,117,,
2017,2,4,12,38,34,,,,118,,
2017,2,4,12,38,35,,,,118,,
2017,2,4,12,38,36,,,,117,,
2017,2,4,12,38,37,,,,116,,
2017,2,4,12,38,38,,,,115,,
2017,2,4,12,38,39,,,,111,,
2017,2,4,12,38,40,,,,109,,
2017,2,4,12,38,41,,,,102,,
2017,2,4,12,38,42,,,,101,,
2017,2,4,12,38,43,,,,102,,
2017,2,4,12,38,44,,,,107,,
2017,2,4,12,38,45,,,,113,,
2017,2,4,12,38,46,,,,119,,
2017,2,4,12,38,47,,,,124,,
2017,2,4,12,38,48,,,,126,,
2017,2,4,12,38,49,,,,126,,
2017,2,4,12,38,50,,,,129,,
2017,2,4,12,38,51,,,,130,,
2017,2,4,12,38,52,,,,131,,
2017,2,4,12,38,53,,,,133,,
2017,2,4,12,38,54,,,,134,,
2017,2,4,12,38,55,,,,137,,
2017,2,4,12,38,56,,,,138,,
2017,2,4,12,38,57,,,,138,,
2017,2,4,12,38,58,,,,138,,
2017,2,4,12,38,59,,,,137,,
2017,2,4,12,39,0,,,,136,,
2017,2,4,12,39,1,,,,135,,
2017,2,4,12,39,2,,,,135,,
2017,2,4,12,39,3,,,,135,,
2017,2,4,12,39,4,,,,136,,
2017,2,4,12,39,5,,,,137,,
2017,2,4,12,39,6,,,,137,,
2017,2,4,12,39,7,,,,137,,
2017,2,4,12,39,8,,,,136,,
2017,2,4,12,39,9,,,,134,,
2017,2,4,12,39,10,,,,129,,
2017,2,4,12,39,11,,,,127,,
2017,2,4,12,39,12,,,,125,,
2017,2,4,12,39,13,,,,125,,
2017,2,4,12,39,14,,,,124,,
2017,2,4,12,39,15,,,,124,,
2017,2,4,12,39,16,,,,125,,
2017,2,4,12,39,17,,,,126,,
2017,2,4,12,39,18,,,,126,,
2017,2,4,12,39,19,,,,128,,
2017,2,4,12,39,20,,,,129,,
2017,2,4,12,39,21,,,,129,,
2017,2,4,12,39,22,,,,128,,
2017,2,4,12,39,23,,,,127,,
2017,2,4,12,39,24,,,,127,,
2017,2,4,12,39,25,,,,127,,
2017,2,4,12,39,26,,,,127,,
2017,2,4,12,39,27,,,,127,,
2017,2,4,12,39,28,,,,128,,
2017,2,4,12,39,29,,,,129,,
2017,2,4,12,39,30,,,,129,,
2017,2,4,12,39,31,,,,130,,
2017,2,4,12,39,32,,,,130,,
2017,2,4,12,39,33,,,,130,,
2017,2,4,12,39,34,,,,131,,
2017,2,4,12,39,35,,,,131,,
2017,2,4,12,39,36,,,,132,,
2017,2,4,12,39,37,,,,133,,
2017,2,4,12,39,38,,,,134,,
2017,2,4,12,39,39,,,,134,,
2017,2,4,12,39,40,,,,134,,
2017,2,4,12,39,41,,,,134,,
2017,2,4,12,39,42,,,,134,,
2017,2,4,12,39,43,,,,134,,
2017,2,4,12,39,44,,,,135,,
2017,2,4,12,39,45,,,,135,,
2017,2,4,12,39,46,,,,136,,
2017,2,4,12,39,47,,,,137,,
2017,2,4,12,39,48,,,,137,,
2017,2,4,12,39,49,,,,137,,
2017,2,4,12,39,50,,,,137,,
2017,2,4,12,39,51,,,,137,,
2017,2,4,12,39,52,,,,136,,
2017,2,4,12,39,53,,,,135,,
2017,2,4,12,39,54,,,,135,,
2017,2,4,12,39,55,,,,134,,
2017,2,4,12,39,56,,,,133,,
2017,2,4,12,39,57,,,,133,,
2017,2,4,12,39,58,,,,133,,
2017,2,4,12,39,59,,,,131,,
2017,2,4,12,40,0,,,,131,,
2017,2,4,12,40,1,,,,130,,
2017,2,4,12,40,2,,,,130,,
2017,2,4,12,40,3,,,,129,,
2017,2,4,12,40,4,,,,129,,
2017,2,4,12,40,5,,,,126,,
2017,2,4,12,40,6,,,,125,,
2017,2,4,12,40,7,,,,125,,
2017,2,4,12,40,8,,,,125,,
2017,2,4,12,40,9,,,,126,,
2017,2,4,12,40,10,,,,129,,
2017,2,4,12,40,11,,,,130,,
2017,2,4,12,40,12,,,,129,,
2017,2,4,12,40,13,,,,127,,
2017,2,4,12,40,14,,,,125,,
2017,2,4,12,40,15,,,,125,,
2017,2,4,12,40,16,,,,126,,
2017,2,4,12,40,17,,,,126,,
2017,2,4,12,40,18,,,,127,,
2017,2,4,12,40,19,,,,129,,
2017,2,4,12,40,20,,,,131,,
2017,2,4,12,40,21,,,,132,,
2017,2,4,12,40,22,,,,133,,
2017,2,4,12,40,23,,,,133,,
2017,2,4,12,40,24,,,,132,,
2017,2,4,12,40,25,,,,131,,
2017,2,4,12,40,26,,,,131,,
2017,2,4,12,40,27,,,,132,,
2017,2,4,12,40,28,,,,132,,
2017,2,4,12,40,29,,,,133,,
2017,2,4,12,40,30,,,,132,,
2017,2,4,12,40,31,,,,132,,
2017,2,4,12,40,32,,,,131,,
2017,2,4,12,40,33,,,,130,,
2017,2,4,12,40,34,,,,130,,
2017,2,4,12,40,35,,,,131,,
2017,2,4,12,40,36,,,,132,,
2017,2,4,12,40,37,,,,134,,
2017,2,4,12,40,38,,,,134,,
2017,2,4,12,40,39,,,,131,,
2017,2,4,12,40,40,,,,129,,
2017,2,4,12,40,41,,,,127,,
2017,2,4,12,40,42,,,,126,,
2017,2,4,12,40,43,,,,126,,
2017,2,4,12,40,44,,,,128,,
